datahora,iter,fitness,SE_med,SE_min,SE_5,RISx,RISy,RISz,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_18,se_19,se_20
2026-06-03 16:59:46,11,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:46,12,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:47,13,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:47,14,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:48,15,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:48,16,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:49,17,0.922262,3.688970,0.000026,0.412278,1.0000,11.2338,4.0000,0.872119,5.026865,7.510886,7.560071,7.589431,3.004605,3.725291,2.087563,0.824529,5.315515,3.457320,0.995150,1.648490,8.602070,0.941784,8.865053,0.000026,3.012508,0.904632,1.835498
2026-06-03 16:59:49,18,0.932164,3.728574,0.000027,0.428381,1.1388,10.6226,4.0000,0.906716,5.117087,7.526008,7.575933,7.603468,3.075578,3.794094,2.142437,0.856735,5.332262,3.525782,1.032106,1.701286,8.608893,0.978626,8.876283,0.000027,3.087613,0.940147,1.890409
2026-06-03 16:59:50,19,0.932164,3.728574,0.000027,0.428381,1.1388,10.6226,4.0000,0.906716,5.117087,7.526008,7.575933,7.603468,3.075578,3.794094,2.142437,0.856735,5.332262,3.525782,1.032106,1.701286,8.608893,0.978626,8.876283,0.000027,3.087613,0.940147,1.890409
2026-06-03 16:59:50,20,0.932164,3.728574,0.000027,0.428381,1.1388,10.6226,4.0000,0.906716,5.117087,7.526008,7.575933,7.603468,3.075578,3.794094,2.142437,0.856735,5.332262,3.525782,1.032106,1.701286,8.608893,0.978626,8.876283,0.000027,3.087613,0.940147,1.890409
2026-06-03 16:59:51,21,0.932164,3.728574,0.000027,0.428381,1.1388,10.6226,4.0000,0.906716,5.117087,7.526008,7.575933,7.603468,3.075578,3.794094,2.142437,0.856735,5.332262,3.525782,1.032106,1.701286,8.608893,0.978626,8.876283,0.000027,3.087613,0.940147,1.890409
2026-06-03 16:59:51,22,0.932436,3.729665,0.000027,0.430114,1.0000,10.6226,4.0000,0.910226,5.110427,7.525954,7.575776,7.603433,3.076404,3.792559,2.145701,0.860201,5.333548,3.525247,1.035793,1.704929,8.609312,0.982220,8.875589,0.000027,3.088359,0.943702,1.893888
2026-06-03 16:59:51,23,0.932436,3.729665,0.000027,0.430114,1.0000,10.6226,4.0000,0.910226,5.110427,7.525954,7.575776,7.603433,3.076404,3.792559,2.145701,0.860201,5.333548,3.525247,1.035793,1.704929,8.609312,0.982220,8.875589,0.000027,3.088359,0.943702,1.893888
2026-06-03 16:59:52,24,0.932664,3.730576,0.000027,0.430690,1.0000,10.5095,4.0000,0.911604,5.113421,7.525639,7.575578,7.602915,3.078703,3.793325,2.146894,0.861353,5.333928,3.526361,1.037081,1.706865,8.607545,0.983709,8.874374,0.000027,3.091406,0.945106,1.895697
2026-06-03 16:59:52,25,0.932664,3.730576,0.000027,0.430690,1.0000,10.5095,4.0000,0.911604,5.113421,7.525639,7.575578,7.602915,3.078703,3.793325,2.146894,0.861353,5.333928,3.526361,1.037081,1.706865,8.607545,0.983709,8.874374,0.000027,3.091406,0.945106,1.895697
2026-06-03 16:59:53,26,0.932664,3.730576,0.000027,0.430690,1.0000,10.5095,4.0000,0.911604,5.113421,7.525639,7.575578,7.602915,3.078703,3.793325,2.146894,0.861353,5.333928,3.526361,1.037081,1.706865,8.607545,0.983709,8.874374,0.000027,3.091406,0.945106,1.895697
2026-06-03 16:59:53,27,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:54,28,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:54,29,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:55,30,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:55,31,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:56,32,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:56,33,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:57,34,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:57,35,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:57,36,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:58,37,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:58,38,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:59,39,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 16:59:59,40,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:00,41,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:00,42,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:01,43,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:01,44,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:02,45,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:02,46,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:03,47,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:03,48,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:03,49,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:04,50,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:04,51,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:05,52,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:05,53,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:06,54,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:06,55,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:07,56,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:07,57,0.933038,3.732072,0.000027,0.430736,1.0669,10.4920,4.0000,0.911776,5.120505,7.526491,7.576498,7.603726,3.081776,3.797454,2.148240,0.861446,5.334218,3.530013,1.037311,1.707859,8.607940,0.983950,8.875390,0.000027,3.094641,0.945305,1.896883
2026-06-03 17:00:08,58,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:09,59,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:09,60,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:10,61,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:10,62,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:11,63,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:12,64,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:12,65,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:13,66,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:14,67,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:14,68,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:15,69,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:16,70,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:17,71,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:17,72,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:18,73,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:18,74,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:19,75,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:20,76,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:20,77,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:21,78,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:22,79,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:22,80,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:23,81,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:24,82,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:24,83,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:25,84,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:26,85,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:26,86,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:27,87,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:28,88,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:28,89,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:29,90,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
2026-06-03 17:00:30,91,0.933040,3.732081,0.000027,0.430726,1.0683,10.4926,4.0000,0.911755,5.120601,7.526504,7.576512,7.603741,3.081796,3.797508,2.148236,0.861425,5.334214,3.530054,1.037291,1.707844,8.607956,0.983928,8.875414,0.000027,3.094658,0.945283,1.896872
